name,url,address,local,rating,reviews_count,stars,price,latitude,longitude,distance_to_local,source,date_updated,name_upper,rating_text,region_name,distance_to_shore,count_rooms,count_photo
Гостевой Дом на Байкале в Горячинске,https://ostrovok.ru/hotel/russia/goryachinsk/mid10125995/na_baykale_v_goryachinske_guest_house/,"улица Некрасова, д.14А, Горячинск",Горячинск,,0.0,0.0,2975.71,52.981373,108.29349,504.0,Ostrovok,01.03.2023,ГОСТЕВОЙ ДОМ НА БАЙКАЛЕ В ГОРЯЧИНСКЕ,,,,,
Гостевой дом БайкКалина,https://ostrovok.ru/hotel/russia/utulik/mid10011069/baykkalina_guest_house/,"улица Озёрная, д.8, Утулик",Утулик,,0.0,0.0,8130.6,51.551033,104.059654,617.0,Ostrovok,01.03.2023,ГОСТЕВОЙ ДОМ БАЙККАЛИНА,,,,,
Гостевой дом Хан Байкал,https://ostrovok.ru/hotel/russia/goryachinsk/mid10094032/gostevoy_dom_khan_baykal/,"Зеленая улица,д. 12, Горячинск",Горячинск,,0.0,0.0,2799.6,52.983616,108.29505,285.0,Ostrovok,01.03.2023,ГОСТЕВОЙ ДОМ ХАН БАЙКАЛ,,,,,
Отель Байкальская гавань,https://ostrovok.ru/hotel/russia/turka/mid10095001/baykalskaya_gavan_hotel/,"671273, Российская Федерация, Республика Бурятия, Прибайкальский район, село Турка, микрорайон Турка, дом 3, офис №1, Турка",Турка,,0.0,2.0,4138.48,52.94564,108.22736,131.0,Ostrovok,01.03.2023,ОТЕЛЬ БАЙКАЛЬСКАЯ ГАВАНЬ,,,,,
Апартаменты на Ленинградском проспекте 3,https://ostrovok.ru/hotel/russia/severobaykalsk/mid8660830/kvartira_v_samom_tsentre_goroda_8/,"Ленинградский проспект, д. 3, Северобайкальск",Северобайкальск,8.7,0.0,0.0,3500.0,55.634136,109.33832,264.0,Ostrovok,01.03.2023,АПАРТАМЕНТЫ НА ЛЕНИНГРАДСКОМ ПРОСПЕКТЕ 3,ОТЛИЧНО,,,,
Отель Сибирская Резиденция Лёд Байкала,https://ostrovok.ru/hotel/russia/mangutay/mid9679208/hotelclub_ice/,"Байкальская улица, 1в, Мангутай",Мангутай,,0.0,4.0,20415.0,51.60306,103.920425,945.0,Ostrovok,01.03.2023,ОТЕЛЬ СИБИРСКАЯ РЕЗИДЕНЦИЯ ЛЁД БАЙКАЛА,,,,,
Байгал,https://ostrovok.ru/hotel/russia/bargyzin/mid10159303/baigal/,"ул. Дзержинского, 42, Баргузин",Баргузин,,0.0,0.0,2889.24,53.613487,109.634834,463.0,Ostrovok,01.03.2023,БАЙГАЛ,,,,,
Апарт-отель Baikal Holiday,https://ostrovok.ru/hotel/russia/bol'shoye_goloustnoye/mid10330991/baikal_holiday_aparthotel/,"улица Кирова, д. 2д, Большое Голоустное",Большое Голоустное,,0.0,0.0,4352.0,52.04599,105.40866,970.0,Ostrovok,01.03.2023,АПАРТ-ОТЕЛЬ BAIKAL HOLIDAY,,,,,
Гостевой дом Байкал-Лоцман,https://ostrovok.ru/hotel/russia/listvyanka/mid8163455/lotsman_guest_house_/,"улица Гудина, д.13Б, Листвянка",Листвянка,9.0,0.0,0.0,6801.37,51.84787,104.87891,1600.0,Ostrovok,01.03.2023,ГОСТЕВОЙ ДОМ БАЙКАЛ-ЛОЦМАН,ВЕЛИКОЛЕПНО,,,,
Апартаменты на Ленинградском проспекте 4,https://ostrovok.ru/hotel/russia/severobaykalsk/mid8660831/kvartira_v_samom_tsentre_goroda_7/,"Ленинградский проспект, д.4, Северобайкальск",Северобайкальск,,0.0,0.0,3500.0,55.635036,109.338715,219.0,Ostrovok,01.03.2023,АПАРТАМЕНТЫ НА ЛЕНИНГРАДСКОМ ПРОСПЕКТЕ 4,,,,,
Дом на Байкале в скандинавском стиле,https://ostrovok.ru/hotel/russia/ust-barguzin/mid9997774/dom_na_bajkale_v_skandinavskom_stile/,"переулок Кирова 1А, Усть-Баргузин",Усть-Баргузин,,0.0,0.0,5925.5,53.407413,109.01872,879.0,Ostrovok,01.03.2023,ДОМ НА БАЙКАЛЕ В СКАНДИНАВСКОМ СТИЛЕ,,,,,
Мини-Отель Панорама,https://ostrovok.ru/hotel/russia/sakhyurta/mid6373746/panorama_guest_house_5/,"улица Прибайкальская, д. 6, Сахюрта",Сахюрта,9.0,5.0,0.0,6728.5,53.020344,106.88225,369.0,Ostrovok,01.03.2023,МИНИ-ОТЕЛЬ ПАНОРАМА,ВЕЛИКОЛЕПНО,,,,
Гостевой дом Гостиный дворъ,https://ostrovok.ru/hotel/russia/gremyachinsk/mid10011791/gostevoj_dom_gostinyij_dvor_2/,"микрорайон Байкальский, д.39А, Гремячинск",Гремячинск,,0.0,0.0,4000.0,52.802357,107.96955,351.0,Ostrovok,01.03.2023,ГОСТЕВОЙ ДОМ ГОСТИНЫЙ ДВОРЪ,,,,,
Апартаменты Baikal Room,https://ostrovok.ru/hotel/russia/listvyanka/mid10124985/baikal_room_apartaments/,"Горная улица,д. 21, Листвянка",Листвянка,,0.0,0.0,7967.0,51.860424,104.861984,400.0,Ostrovok,01.03.2023,АПАРТАМЕНТЫ BAIKAL ROOM,,,,,
Гостевой дом СмайлХоум,https://ostrovok.ru/hotel/russia/listvyanka/mid10012064/smailhoum_guest_house/,"улица Островского, д.21, Листвянка",Листвянка,10.0,1.0,0.0,16630.6,51.856747,104.86545,335.0,Ostrovok,01.03.2023,ГОСТЕВОЙ ДОМ СМАЙЛХОУМ,ВЕЛИКОЛЕПНО,,,,
"Коттеджный городок ""Русь""",https://ostrovok.ru/hotel/russia/baikalsk/mid7280375/parkhotel_rus/,"Микрорайон Красный Ключ, 90, Байкальск",Байкальск,10.0,1.0,0.0,6307.79,51.51383,104.12088,2100.0,Ostrovok,01.03.2023,"КОТТЕДЖНЫЙ ГОРОДОК ""РУСЬ""",ВЕЛИКОЛЕПНО,,,,
"Вилла - гостиничный комплекс ""Harmony""",https://ostrovok.ru/hotel/russia/goryachinsk/mid10125612/gostinichny_kompleks_harmony_villa/,"Рабочая улица,д. 110, Горячинск",Горячинск,,0.0,0.0,6000.0,52.984985,108.283585,1000.0,Ostrovok,01.03.2023,"ВИЛЛА - ГОСТИНИЧНЫЙ КОМПЛЕКС ""HARMONY""",,,,,
Апартаменты Listroom,https://ostrovok.ru/hotel/russia/listvyanka/mid10000325/listroom_apartments/,"улица Горная, д. 21, Листвянка",Листвянка,,0.0,0.0,8185.9,51.860424,104.861984,400.0,Ostrovok,01.03.2023,АПАРТАМЕНТЫ LISTROOM,,,,,
Апартаменты Baikal,https://ostrovok.ru/hotel/russia/listvyanka/mid10011357/baikal_apartments/,"Горная улица, д.20, Листвянка",Листвянка,,0.0,0.0,8514.67,51.862564,104.86464,686.0,Ostrovok,01.03.2023,АПАРТАМЕНТЫ BAIKAL,,,,,
База отдыха Парк-отель Звездный,https://ostrovok.ru/hotel/russia/sukhaya/mid6742270/parkhotel_zvezdnyi/,"Звездный переулок, д. 5, Сухая",Сухая,9.0,2.0,0.0,6307.79,52.549095,107.12051,1000.0,Ostrovok,01.03.2023,БАЗА ОТДЫХА ПАРК-ОТЕЛЬ ЗВЕЗДНЫЙ,ВЕЛИКОЛЕПНО,,,,
Гостевой дом ОльхонШоколад,https://ostrovok.ru/hotel/russia/hizhir/mid10093510/gostevoy_dom_olkhonshokolad/,"посёлок Хужир, улица Народная, д.25, Хижир",Хижир,,0.0,0.0,8465.0,53.198105,107.361786,2400.0,Ostrovok,01.03.2023,ГОСТЕВОЙ ДОМ ОЛЬХОНШОКОЛАД,,,,,
База отдыха На Байкале,https://ostrovok.ru/hotel/russia/ust-barguzin/mid10332702/na_baykale_recreation_center/,"улица Кирова, д.1А, Усть-Баргузин",Усть-Баргузин,,0.0,0.0,12697.5,53.40699,109.016235,1000.0,Ostrovok,01.03.2023,БАЗА ОТДЫХА НА БАЙКАЛЕ,,,,,
База отдыха Бриз,https://ostrovok.ru/hotel/russia/kurkut/mid10125657/briz_baza_otdykha/,"Рыбозаводская улица, Куркут",Куркут,,0.0,0.0,6000.0,53.056435,106.78116,3700.0,Ostrovok,01.03.2023,БАЗА ОТДЫХА БРИЗ,,,,,
Глэмпинг Долина Мечтателей Снежный Отель,https://ostrovok.ru/hotel/russia/listvyanka/mid10012284/dolina_mechtateley_glemping/,"ул. Куликова, 142, Листвянка",Листвянка,,0.0,0.0,8315.33,51.871937,104.87156,1800.0,Ostrovok,01.03.2023,ГЛЭМПИНГ ДОЛИНА МЕЧТАТЕЛЕЙ СНЕЖНЫЙ ОТЕЛЬ,,,,,
Эко-Отель Байкальское Шале,https://ostrovok.ru/hotel/russia/maksimikha/mid9752067/bajkalskoe_shale_hotel/,"улица Счастливая, д. 1, Максимиха",Максимиха,,0.0,0.0,9859.0,53.26059,108.725204,1500.0,Ostrovok,01.03.2023,ЭКО-ОТЕЛЬ БАЙКАЛЬСКОЕ ШАЛЕ,,,,,
Baikal Chalet,https://ostrovok.ru/hotel/russia/maksimikha/mid9954576/baikal_chalet/,"Schastlivaya 1, Максимиха",Максимиха,,0.0,1.0,10168.67,53.25932,108.723755,1600.0,Ostrovok,01.03.2023,BAIKAL CHALET,,,,,
Отель Мир Байкала,https://ostrovok.ru/hotel/russia/sakhyurta/mid10219071/mir_baykala_hotel/,"село Сахюрта, бухта Базарная, Сахюрта",Сахюрта,,0.0,0.0,10158.0,53.016693,106.88469,105.0,Ostrovok,01.03.2023,ОТЕЛЬ МИР БАЙКАЛА,,,,,
Частный дом Коттедж на Байкале,https://ostrovok.ru/hotel/russia/ust-barguzin/mid10016956/chastny_dom_kottedzh_na_baykale/,"улица Кирова, д.1В, Усть-Баргузин",Усть-Баргузин,,0.0,0.0,11308.82,53.407104,109.01722,983.0,Ostrovok,01.03.2023,ЧАСТНЫЙ ДОМ КОТТЕДЖ НА БАЙКАЛЕ,,,,,
Частный дом Hoto Aframe,https://ostrovok.ru/hotel/russia/irkutsk_oblast_khuzhir/mid10009021/hoto_aframe/,"улица Энергетиков, д. 27, Хужир",Хужир,10.0,1.0,0.0,15372.43,53.183685,107.32135,1800.0,Ostrovok,01.03.2023,ЧАСТНЫЙ ДОМ HOTO AFRAME,ВЕЛИКОЛЕПНО,,,,
Байкал Загородный Отель,https://ostrovok.ru/hotel/russia/listvyanka/mid7965294/bajkal_hotel/,"Академическая ул., д.13, Листвянка",Листвянка,7.8,114.0,3.0,5836.0,51.8519,104.891624,2200.0,Ostrovok,01.03.2023,БАЙКАЛ ЗАГОРОДНЫЙ ОТЕЛЬ,ОЧЕНЬ ХОРОШО,,,,
Гавань Листвянка,https://ostrovok.ru/hotel/russia/listvyanka/mid8753101/gavan_listvyanka/,"улица Гудина, д.69, Листвянка",Листвянка,9.2,3.0,3.0,5225.73,51.84985,104.88182,1700.0,Ostrovok,01.03.2023,ГАВАНЬ ЛИСТВЯНКА,ВЕЛИКОЛЕПНО,,,,
Семейный мини-отель на Ольхоне,https://ostrovok.ru/hotel/russia/irkutsk_oblast_khuzhir/mid6375672/family_minihotel_olkhon/,"Улица Матросова 7, Хужир",Хужир,9.0,9.0,0.0,7319.72,53.19476,107.34378,146.0,Ostrovok,01.03.2023,СЕМЕЙНЫЙ МИНИ-ОТЕЛЬ НА ОЛЬХОНЕ,ВЕЛИКОЛЕПНО,,,,
Гостевой Дом Пятница,https://ostrovok.ru/hotel/russia/utulik/mid6514790/friday_guest_house/,"Улица Горная 40, Утулик",Утулик,10.0,3.0,2.0,4305.98,51.528408,104.05117,1100.0,Ostrovok,01.03.2023,ГОСТЕВОЙ ДОМ ПЯТНИЦА,ВЕЛИКОЛЕПНО,,,,
Гавань Байкала,https://ostrovok.ru/hotel/russia/listvyanka/mid6452756/gostevoi_dom_gavan/,"улица Гудина, д.84, Листвянка",Листвянка,9.0,14.0,3.0,5225.73,51.8539,104.88681,1700.0,Ostrovok,01.03.2023,ГАВАНЬ БАЙКАЛА,ВЕЛИКОЛЕПНО,,,,
Гостевой Дом Девятый Вал,https://ostrovok.ru/hotel/russia/listvyanka/mid7924727/deviatyi_val/,"Улица Чапаева 24, Листвянка",Листвянка,8.5,7.0,0.0,6801.37,51.852234,104.87179,931.0,Ostrovok,01.03.2023,ГОСТЕВОЙ ДОМ ДЕВЯТЫЙ ВАЛ,ОТЛИЧНО,,,,
База Отдыха Ольтрек,https://ostrovok.ru/hotel/russia/kurma/mid6374646/oltrek_resort/,"Ольхонский район, поселок Курма, Курма",Курма,10.0,1.0,2.0,4138.48,53.179825,106.96574,15.0,Ostrovok,01.03.2023,БАЗА ОТДЫХА ОЛЬТРЕК,ВЕЛИКОЛЕПНО,,,,
Гостевой Дом Арго,https://ostrovok.ru/hotel/russia/listvyanka/mid8752531/argo_guest_house_4/,"улица Горная, 8, Листвянка",Листвянка,8.0,2.0,2.0,4481.0,51.857582,104.85957,100.0,Ostrovok,01.03.2023,ГОСТЕВОЙ ДОМ АРГО,ОТЛИЧНО,,,,
База Отдыха Родные Берега,https://ostrovok.ru/hotel/russia/sarma/mid6513363/rodnye_berega_holiday_park_/,"местность Хужир-Нугэ, Сарма",Сарма,9.3,2.0,2.0,4138.48,53.0871,106.79626,3000.0,Ostrovok,01.03.2023,БАЗА ОТДЫХА РОДНЫЕ БЕРЕГА,ВЕЛИКОЛЕПНО,,,,
Мини-отель Надежда,https://ostrovok.ru/hotel/russia/utulik/mid6638187/gostevoj_dom_nadezhda/,"29 Ulitsa Stroiteley, Утулик",Утулик,5.1,3.0,0.0,2889.24,51.54601,104.05392,79.0,Ostrovok,01.03.2023,МИНИ-ОТЕЛЬ НАДЕЖДА,НОРМАЛЬНО,,,,
Пик Черского,https://ostrovok.ru/hotel/russia/baykal_sludyanka_neighborhood/mid6575270/gostinichnyij_kompleks_pik_cherskogo/,"Россия, Иркутская область, Слюдянка, п. Сухой Ручей, ул. Профсоюзная, д. 17, Слюдянка",Слюдянка,7.3,12.0,0.0,2421.0,51.64599,103.759285,3000.0,Ostrovok,01.03.2023,ПИК ЧЕРСКОГО,ОЧЕНЬ ХОРОШО,,,,
Натали,https://ostrovok.ru/hotel/russia/listvyanka/mid8611833/otel_natali/,"ул. Чапаева,91, Листвянка",Листвянка,,0.0,2.0,3082.22,51.861046,104.87784,1300.0,Ostrovok,01.03.2023,НАТАЛИ,,,,,
Эдем,https://ostrovok.ru/hotel/russia/listvyanka/mid8447278/cottage_edem/,"Листвянка, ул. Чапаева , д.98, Листвянка",Листвянка,5.0,11.0,2.0,4023.1,51.855038,104.8736,919.0,Ostrovok,01.03.2023,ЭДЕМ,НОРМАЛЬНО,,,,
Хостел Ice,https://ostrovok.ru/hotel/russia/baikalsk/mid8660532/ice_hostel/,"улица Железнодорожная, д.12, Байкальск",Байкальск,9.0,1.0,0.0,2884.4,51.519512,104.13573,1200.0,Ostrovok,01.03.2023,ХОСТЕЛ ICE,ВЕЛИКОЛЕПНО,,,,
Angara Hotel,https://ostrovok.ru/hotel/russia/listvyanka/mid8264304/angara_hotel_3/,"10 Kulikova Street, Листвянка",Листвянка,5.0,0.0,2.0,4588.95,51.859745,104.8648,427.0,Ostrovok,01.03.2023,ANGARA HOTEL,НОРМАЛЬНО,,,,
Guesthouse Pushkina,https://ostrovok.ru/hotel/russia/irkutsk_oblast_khuzhir/mid6783190/guesthouse_pushkina/,"Ulica Pushkina, 17, 666137 Khuzhir, Russia, Хужир",Хужир,8.0,10.0,1.0,4305.98,53.196594,107.342705,355.0,Ostrovok,01.03.2023,GUESTHOUSE PUSHKINA,ОТЛИЧНО,,,,
Usadba Kopylova,https://ostrovok.ru/hotel/russia/irkutsk_oblast_khuzhir/mid9914585/usadba_kopylova/,"Irkutskaya oblast Khuzhir Lesnaya 26, Хужир",Хужир,,0.0,3.0,4305.98,53.191128,107.345856,298.0,Ostrovok,01.03.2023,USADBA KOPYLOVA,,,,,
Отель Байкальская Сказка,https://ostrovok.ru/hotel/russia/listvyanka/mid7724899/baikalskaya_skazka_hotel/,"Улица Кузнецова 11, Листвянка",Листвянка,8.0,13.0,3.0,5836.0,51.857742,104.86224,145.0,Ostrovok,01.03.2023,ОТЕЛЬ БАЙКАЛЬСКАЯ СКАЗКА,ОТЛИЧНО,,,,
Baikalski Priboi,https://ostrovok.ru/hotel/russia/irkutsk_oblast_khuzhir/mid8668149/baikalski_priboi/,"Байкальская, 48 квартира 1, Хужир",Хужир,,0.0,3.0,4305.98,53.193943,107.35225,576.0,Ostrovok,01.03.2023,BAIKALSKI PRIBOI,,,,,
Гостевой дом Баргузин,https://ostrovok.ru/hotel/russia/irkutsk_oblast_khuzhir/mid6523947/barguzin_inn_/,"Улица Береговая, 14, Хужир",Хужир,9.0,0.0,2.0,2889.24,53.193333,107.34381,17.0,Ostrovok,01.03.2023,ГОСТЕВОЙ ДОМ БАРГУЗИН,ВЕЛИКОЛЕПНО,,,,
Guesthouse Voskresenie,https://ostrovok.ru/hotel/russia/irkutsk_oblast_khuzhir/mid6662155/guesthouse_voskresenie/,"ul. Pushkina, Khuzhir, Irkutskaya oblast', Russia, 666137, Хужир",Хужир,10.0,36.0,3.0,8056.0,53.195812,107.34201,289.0,Ostrovok,01.03.2023,GUESTHOUSE VOSKRESENIE,ВЕЛИКОЛЕПНО,,,,
Ольхон хилл,https://ostrovok.ru/hotel/russia/hizhir/mid10008478/olkhon_khill/,"Иркутская область, Ольхонский район, пос. Хужир, ул. Ворошилова, д. 36, Хижир",Хижир,,0.0,2.0,4138.48,53.2008,107.3495,1900.0,Ostrovok,01.03.2023,ОЛЬХОН ХИЛЛ,,,,,
Кемпинг на Ольхоне,https://ostrovok.ru/hotel/russia/irkutsk_oblast_khuzhir/mid9103153/camping_on_olkhon/,"ул. Санди, Хужир",Хужир,,0.0,0.0,3650.0,53.194386,107.353264,650.0,Ostrovok,01.03.2023,КЕМПИНГ НА ОЛЬХОНЕ,,,,,
Алдартай Отель,https://ostrovok.ru/hotel/russia/irkutsk_oblast_khuzhir/mid6756455/aldartay_hotel/,"Улица Байкальская 59/1, Хужир",Хужир,5.0,3.0,0.0,5501.57,53.194088,107.35208,567.0,Ostrovok,01.03.2023,АЛДАРТАЙ ОТЕЛЬ,НОРМАЛЬНО,,,,
Порт Ольхон,https://ostrovok.ru/hotel/russia/irkutsk_oblast_khuzhir/mid10161907/port_of_olkhon/,"ул. Байкальская, д.2, Хужир",Хужир,,0.0,3.0,8056.0,53.193275,107.332214,762.0,Ostrovok,01.03.2023,ПОРТ ОЛЬХОН,,,,,
Мини-Отель У Озера,https://ostrovok.ru/hotel/russia/listvyanka/mid7893372/u_ozera_hotel/,"улица Суворова, д.2, Листвянка",Листвянка,8.0,61.0,2.0,3082.22,51.864315,104.84484,1400.0,Ostrovok,01.03.2023,МИНИ-ОТЕЛЬ У ОЗЕРА,ОТЛИЧНО,,,,
Residence PHILOXENIA - Olkhon,https://ostrovok.ru/hotel/russia/irkutsk_oblast_khuzhir/mid6643753/residence_philoxenia_olkhon/,"Gornaya Street 1B, 666137 Khuzhir, Russia, Хужир",Хужир,10.0,7.0,0.0,3921.83,53.19592,107.33477,652.0,Ostrovok,01.03.2023,RESIDENCE PHILOXENIA - OLKHON,ВЕЛИКОЛЕПНО,,,,
Usadba Valentinu,https://ostrovok.ru/hotel/russia/irkutsk_oblast_khuzhir/mid7077102/usadba_valentinu/,"Ulitsa Sovhoznaya, 4, 666137 Khuzhir, Russia, Хужир",Хужир,10.0,0.0,0.0,3921.83,53.193367,107.353386,650.0,Ostrovok,01.03.2023,USADBA VALENTINU,ВЕЛИКОЛЕПНО,,,,
Гостевой дом Пилигрим,https://ostrovok.ru/hotel/russia/irkutsk_oblast_khuzhir/mid10332592/gostevoy_dom_piligrim/,"улица Пушкина, 28А, Хужир",Хужир,,0.0,0.0,5501.57,53.197956,107.3424,508.0,Ostrovok,01.03.2023,ГОСТЕВОЙ ДОМ ПИЛИГРИМ,,,,,
База Отдыха Алтан,https://ostrovok.ru/hotel/russia/sarma/mid7613629/recreation_complex_altan/,"11 км д. Сарма, Ольхонский район, Сарма",Сарма,7.3,2.0,2.0,6307.79,53.09532,106.8134,1600.0,Ostrovok,01.03.2023,БАЗА ОТДЫХА АЛТАН,ОЧЕНЬ ХОРОШО,,,,
Guest House on Ulitsa Baikalskaia 81,https://ostrovok.ru/hotel/russia/irkutsk_oblast_khuzhir/mid9295772/guest_house_on_ulitsa_baikalskaia_81/,"Ulitsa Baikalskaia 81, Хужир",Хужир,,0.0,0.0,5501.57,53.19422,107.353165,640.0,Ostrovok,01.03.2023,GUEST HOUSE ON ULITSA BAIKALSKAIA 81,,,,,
Hotei (Хотей),https://ostrovok.ru/hotel/russia/hizhir/mid8870504/gostinitsa_hotei/,"ул. Ольхонская, 10, Ольхон",Ольхон,,0.0,3.0,6500.0,53.195152,107.35739,6800.0,Ostrovok,01.03.2023,HOTEI (ХОТЕЙ),,,,,
Hotel Priboy,https://ostrovok.ru/hotel/russia/listvyanka/mid6615951/hotel_priboy/,"ul. Gorkogo, 101, Listvyanka, Irkutskaya oblast', Russia, 664520, Листвянка",Листвянка,6.0,18.0,0.0,5763.1,51.845665,104.87509,1600.0,Ostrovok,01.03.2023,HOTEL PRIBOY,ХОРОШО,,,,
